FieldWorker1;FieldWorker2;FieldActivity_Name;Name;Region;Place;DATE;LAT;LON;Site_name;MonitoredSite_type;label;Sex;Origin;Species;Status;Tr_Shape;Tr_Model;Tr_Number;NumBagBre;Chip;id14@TCaracThes_Mark_Color_1_Precision;PTT;Frequency;NumBagRel;Fk_TInd_ID;FreqOpti
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM047;Maatarka;RHM047;22/03/2012;33,91075;-2,26984;NULL;NULL;201A9A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13002;0007201A9A;NULL;NULL;NULL;NULL;52816;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM047;Maatarka;RHM047;22/03/2012;33,91075;-2,26984;NULL;NULL;1FDE1D;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13013;00071FDE1D;NULL;NULL;NULL;NULL;52817;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM047;Maatarka;RHM047;22/03/2012;33,91075;-2,26984;NULL;NULL;20086C;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13019;000720086C;NULL;NULL;NULL;NULL;52818;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM047;Maatarka;RHM047;22/03/2012;33,91075;-2,26984;NULL;NULL;1FD66B;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13028;00071FD66B;NULL;NULL;NULL;NULL;52819;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM047;Maatarka;RHM047;22/03/2012;33,91075;-2,26984;NULL;NULL;28381;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08184;7028381;NULL;NULL;NULL;NULL;52820;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM047;Maatarka;RHM047;22/03/2012;33,91075;-2,26984;NULL;NULL;02669D;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08225;000702669D;NULL;NULL;NULL;NULL;52821;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;1361CA;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11554;00071361CA;NULL;NULL;NULL;NULL;52826;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;1383EE;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11557;00071383EE;NULL;NULL;NULL;NULL;52827;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;E36A92;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11560;0006E36A92;NULL;NULL;NULL;NULL;52828;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;139337;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11572;7139337;NULL;NULL;NULL;NULL;52835;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;13610D;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11582;000713610D;NULL;NULL;NULL;NULL;52836;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;138792;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11584;7138792;NULL;NULL;NULL;NULL;52837;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;138582;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11561;7138582;NULL;NULL;NULL;NULL;52829;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;135C6F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11564;0007135C6F;NULL;NULL;NULL;NULL;52830;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;E36D5B;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11573;0006E36D5B;NULL;NULL;NULL;NULL;52831;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;1360FD;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11565;00071360FD;NULL;NULL;NULL;NULL;52832;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;137914;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11569;7137914;NULL;NULL;NULL;NULL;52833;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM049;Maatarka;RHM049;22/03/2012;33,82056;-2,27061;NULL;NULL;1372AA;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11571;00071372AA;NULL;NULL;NULL;NULL;52834;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;1B17E7;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08201;00071B17E7;NULL;NULL;NULL;NULL;52838;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;200980;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12970;7200980;NULL;NULL;NULL;NULL;52839;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;1FC296;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13000;00071FC296;NULL;NULL;NULL;NULL;52846;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;1FE617;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13005;00071FE617;NULL;NULL;NULL;NULL;52847;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;1FBE84;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13006;00071FBE84;NULL;NULL;NULL;NULL;52848;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;202031;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13025;7202031;NULL;NULL;NULL;NULL;52849;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;1FC640;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12976;00071FC640;NULL;NULL;NULL;NULL;52840;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;201481;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12977;7201481;NULL;NULL;NULL;NULL;52841;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;1FCFCD;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12981;00071FCFCD;NULL;NULL;NULL;NULL;52842;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;1FF584;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12993;00071FF584;NULL;NULL;NULL;NULL;52843;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;2016DF;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12978;00072016DF;NULL;NULL;NULL;NULL;52844;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM054;Maatarka;RHM054;22/03/2012;33,95615;-2,32356;NULL;NULL;1FED7A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12985;00071FED7A;NULL;NULL;NULL;NULL;52845;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1AFD2C;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08234;00071AFD2C;NULL;NULL;NULL;NULL;52850;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1AFE4D;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08235;00071AFE4D;NULL;NULL;NULL;NULL;52851;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1FF1E0;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08214;00071FF1E0;NULL;NULL;NULL;NULL;52858;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1FDF8A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08215;00071FDF8A;NULL;NULL;NULL;NULL;52859;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1B857A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08216;00071B857A;NULL;NULL;NULL;NULL;52860;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1B50AA;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08218;00071B50AA;NULL;NULL;NULL;NULL;52861;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1B56A4;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08236;00071B56A4;NULL;NULL;NULL;NULL;52852;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1B2856;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08237;00071B2856;NULL;NULL;NULL;NULL;52853;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1B074E;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08238;00071B074E;NULL;NULL;NULL;NULL;52854;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1B94B4;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08243;00071B94B4;NULL;NULL;NULL;NULL;52855;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1FD1CD;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08207;00071FD1CD;NULL;NULL;NULL;NULL;52856;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM058;Maatarka;RHM058;22/03/2012;33,77578;-2,32499;NULL;NULL;1FD5B9;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08212;00071FD5B9;NULL;NULL;NULL;NULL;52857;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;136460;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11408;7136460;NULL;NULL;NULL;NULL;52862;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;136CF7;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11409;0007136CF7;NULL;NULL;NULL;NULL;52863;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;1379F9;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11490;00071379F9;NULL;NULL;NULL;NULL;52864;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;136862;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11491;7136862;NULL;NULL;NULL;NULL;52865;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;E36F08;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08355;0006E36F08;NULL;NULL;NULL;NULL;52872;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;200426;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08357;7200426;NULL;NULL;NULL;NULL;52873;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;137020;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11507;7137020;NULL;NULL;NULL;NULL;52866;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;E3A3F4;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11595;0006E3A3F4;NULL;NULL;NULL;NULL;52867;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;1FF35E;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M07732;00071FF35E;NULL;NULL;NULL;NULL;52868;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;1FE273;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M07755;00071FE273;NULL;NULL;NULL;NULL;52869;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;E365D2;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08349;0006E365D2;NULL;NULL;NULL;NULL;52870;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM061;Maatarka;RHM061;22/03/2012;33,91134;-2,378;NULL;NULL;20103A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08351;000720103A;NULL;NULL;NULL;NULL;52871;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;66199;male;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M08261;00071FD7C7;NULL;66199;NULL;NULL;52875;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;02DCAA;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08063;000702DCAA;NULL;NULL;NULL;NULL;52876;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;1B45C9;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08065;00071B45C9;NULL;NULL;NULL;NULL;52877;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;026A6C;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08071;0007026A6C;NULL;NULL;NULL;NULL;52878;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;02656C;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08072;000702656C;NULL;NULL;NULL;NULL;52879;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;0304A3;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08074;00070304A3;NULL;NULL;NULL;NULL;52880;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;1B2789;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08185;00071B2789;NULL;NULL;NULL;NULL;52881;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;1FFA9F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08106;00071FFA9F;NULL;NULL;NULL;NULL;52882;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;1B0B89;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08240;00071B0B89;NULL;NULL;NULL;NULL;52883;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;1FD3CD;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08246;00071FD3CD;NULL;NULL;NULL;NULL;52884;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM085;Maatarka;RHM085;22/03/2012;33,46089;-2,48885;NULL;NULL;1FF990;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08251;00071FF990;NULL;NULL;NULL;NULL;52885;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;201FF9;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08324;0007201FF9;NULL;NULL;NULL;NULL;52886;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;1FF63F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08325;00071FF63F;NULL;NULL;NULL;NULL;52887;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;1FE910;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08339;00071FE910;NULL;NULL;NULL;NULL;52888;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;2016CC;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08341;00072016CC;NULL;NULL;NULL;NULL;52889;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;1FE333;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08350;00071FE333;NULL;NULL;NULL;NULL;52896;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;1FC950;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08356;00071FC950;NULL;NULL;NULL;NULL;52897;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;1B98E1;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08344;00071B98E1;NULL;NULL;NULL;NULL;52890;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;1FC317;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08636;00071FC317;NULL;NULL;NULL;NULL;52891;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;1FCAD2;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M07721;00071FCAD2;NULL;NULL;NULL;NULL;52892;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;1B2E83;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M07769;00071B2E83;NULL;NULL;NULL;NULL;52893;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;1FEE49;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M07823;00071FEE49;NULL;NULL;NULL;NULL;52894;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM094;Maatarka;RHM094;22/03/2012;33,4611;-2,54265;NULL;NULL;1FEA94;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08151;00071FEA94;NULL;NULL;NULL;NULL;52895;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;66201;male;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M08306;00071AF92A;NULL;66201;NULL;NULL;52899;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;1B5DD0;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08256;00071B5DD0;NULL;NULL;NULL;NULL;52900;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;1B54CB;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08272;00071B54CB;NULL;NULL;NULL;NULL;52901;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;1FEFBE;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08361;00071FEFBE;NULL;NULL;NULL;NULL;52908;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;1FEE60;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08371;00071FEE60;NULL;NULL;NULL;NULL;52909;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;1B6B26;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08291;00071B6B26;NULL;NULL;NULL;NULL;52902;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;1AC530;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08303;00071AC530;NULL;NULL;NULL;NULL;52903;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;1B377F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08124;00071B377F;NULL;NULL;NULL;NULL;52904;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;1B0788;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08127;00071B0788;NULL;NULL;NULL;NULL;52905;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;1B2579;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08128;00071B2579;NULL;NULL;NULL;NULL;52906;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM103;Maatarka;RHM103;22/03/2012;33,46129;-2,59646;NULL;NULL;201F74;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08152;0007201F74;NULL;NULL;NULL;NULL;52907;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;1FCCB3;female;release;North African Houbara Bustard;dead;NULL;NULL;NULL;U11M08318;00071FCCB3;NULL;NULL;NULL;NULL;52911;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;1B66D5;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08296;00071B66D5;NULL;NULL;NULL;NULL;52912;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;1FFFB1;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08317;00071FFFB1;NULL;NULL;NULL;NULL;52913;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;1B0B8D;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08202;00071B0B8D;NULL;NULL;NULL;NULL;52920;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;1FFE52;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08203;00071FFE52;NULL;NULL;NULL;NULL;52921;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;1B98DC;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08328;00071B98DC;NULL;NULL;NULL;NULL;52914;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;1FCAEC;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08329;00071FCAEC;NULL;NULL;NULL;NULL;52915;NULL
